Payment_id,Subscription_id,Payment_date,Payment_method,Amount,Status
1877,520,2024-05-24,Debit Card,299,Success
1878,521,2025-05-07,UPI,1299,Success
1879,522,2024-12-15,Net Banking,1199,Success
1880,523,2025-02-28,UPI,119,Success
1881,523,2025-03-30,Debit Card,129,Failed
1882,523,2025-04-29,Credit Card,119,Success
1883,523,2025-05-29,UPI,99,Failed
1884,523,2025-06-28,UPI,99,Failed
1885,523,2025-07-28,Debit Card,119,Failed
1886,523,2025-08-27,Net Banking,99,Success
1887,524,2025-06-02,Debit Card,99,Success
1888,524,2025-07-02,Credit Card,129,Success
1889,524,2025-08-01,Net Banking,129,Failed
1890,524,2025-08-31,UPI,119,Success
1891,524,2025-09-30,Credit Card,129,Failed
1892,524,2025-10-30,Net Banking,99,Success
1893,524,2025-11-29,Credit Card,99,Success
1894,525,2024-07-26,UPI,349,Success
1895,525,2024-10-24,UPI,329,Failed
1896,525,2025-01-22,UPI,299,Success
1897,526,2024-07-05,Debit Card,349,Success
1898,527,2026-03-28,Debit Card,119,Success
1899,527,2026-04-27,UPI,99,Success
1900,527,2026-05-27,UPI,119,Success
1901,527,2026-06-26,Debit Card,119,Failed
1902,528,2024-02-28,UPI,999,Success
1903,528,2025-02-27,Credit Card,1199,Success
1904,529,2025-08-26,Credit Card,1199,Success
1905,530,2024-04-14,UPI,299,Failed
1906,530,2024-07-13,UPI,299,Success
1907,531,2026-03-08,UPI,999,Success
1908,532,2026-03-14,Credit Card,99,Success
1909,532,2026-04-13,Net Banking,99,Success
1910,533,2026-05-18,Debit Card,329,Success
1911,533,2026-08-16,Credit Card,349,Failed
1912,534,2024-12-21,UPI,119,Success
1913,534,2025-01-20,UPI,99,Success
1914,535,2023-09-29,Credit Card,1199,Success
1915,536,2024-08-11,Debit Card,119,Success
1916,536,2024-09-10,Credit Card,119,Failed
1917,536,2024-10-10,UPI,99,Success
1918,536,2024-11-09,Debit Card,129,Success
1919,536,2024-12-09,Credit Card,99,Failed
1920,536,2025-01-08,Net Banking,119,Success
1921,536,2025-02-07,Credit Card,129,Success
1922,536,2025-03-09,Debit Card,99,Failed
1923,536,2025-04-08,Credit Card,129,Success
1924,536,2025-05-08,Debit Card,99,Failed
1925,536,2025-06-07,Debit Card,99,Success
1926,536,2025-07-07,Net Banking,129,Failed
1927,536,2025-08-06,Credit Card,129,Success
1928,537,2025-05-18,UPI,999,Success
1929,538,2026-02-17,Credit Card,119,Failed
1930,538,2026-03-19,UPI,99,Success
1931,538,2026-04-18,Debit Card,99,Failed
1932,538,2026-05-18,Credit Card,119,Success
1933,538,2026-06-17,Credit Card,119,Success
1934,538,2026-07-17,Net Banking,99,Success
1935,538,2026-08-16,Debit Card,99,Success
1936,539,2024-10-23,UPI,1299,Failed
1937,539,2025-10-23,Debit Card,1299,Success
1938,540,2025-11-05,Debit Card,299,Success
1939,540,2026-02-03,Credit Card,299,Success
1940,541,2026-07-10,Credit Card,129,Success
1941,541,2026-08-09,Net Banking,129,Success
1942,542,2024-01-14,Net Banking,99,Success
1943,542,2024-02-13,Net Banking,99,Success
1944,542,2024-03-14,UPI,99,Success
1945,542,2024-04-13,Credit Card,99,Success
1946,542,2024-05-13,Credit Card,99,Success
1947,542,2024-06-12,UPI,129,Failed
1948,542,2024-07-12,Net Banking,129,Success
1949,542,2024-08-11,Credit Card,99,Success
1950,542,2024-09-10,Credit Card,119,Success
1951,542,2024-10-10,Debit Card,119,Failed
1952,542,2024-11-09,Credit Card,129,Success
1953,542,2024-12-09,UPI,119,Success
1954,542,2025-01-08,Net Banking,119,Success
1955,543,2026-07-15,Net Banking,119,Failed
1956,543,2026-08-14,Net Banking,129,Success
1957,544,2024-02-29,UPI,329,Failed
1958,544,2024-05-29,UPI,329,Success
1959,544,2024-08-27,Credit Card,349,Success
1960,545,2024-06-19,Net Banking,119,Failed
1961,545,2024-07-19,Net Banking,119,Success
1962,545,2024-08-18,Net Banking,119,Success
1963,545,2024-09-17,Credit Card,119,Failed
1964,545,2024-10-17,Credit Card,99,Success
1965,545,2024-11-16,UPI,99,Success
1966,545,2024-12-16,Net Banking,119,Failed
1967,546,2026-06-05,Debit Card,119,Failed
1968,546,2026-07-05,Debit Card,119,Success
1969,546,2026-08-04,UPI,119,Success
1970,546,2026-09-03,Credit Card,119,Success
1971,546,2026-10-03,Debit Card,119,Success
1972,546,2026-11-02,Net Banking,129,Success
1973,546,2026-12-02,UPI,129,Failed
1974,546,2027-01-01,Credit Card,119,Success
1975,546,2027-01-31,UPI,119,Success
1976,546,2027-03-02,UPI,129,Success
1977,546,2027-04-01,Net Banking,119,Success
1978,546,2027-05-01,Credit Card,119,Success
1979,546,2027-05-31,UPI,99,Success
1980,547,2025-06-15,Net Banking,129,Failed
1981,547,2025-07-15,UPI,129,Success
1982,547,2025-08-14,Credit Card,119,Failed
1983,547,2025-09-13,Debit Card,119,Failed
1984,548,2025-04-29,Debit Card,1299,Failed
1985,549,2024-12-08,UPI,349,Success
1986,549,2025-03-08,Debit Card,349,Success
1987,550,2026-02-09,Credit Card,1199,Failed
1988,551,2025-08-26,Debit Card,1299,Success
1989,552,2024-01-27,Net Banking,299,Success
1990,552,2024-04-26,UPI,299,Failed
1991,553,2026-05-02,Net Banking,129,Success
1992,553,2026-06-01,Net Banking,129,Success
1993,553,2026-07-01,Debit Card,99,Success
1994,553,2026-07-31,Credit Card,129,Success
1995,553,2026-08-30,Credit Card,119,Success
1996,553,2026-09-29,Credit Card,119,Success
1997,553,2026-10-29,UPI,99,Success
1998,553,2026-11-28,Debit Card,99,Failed
1999,553,2026-12-28,UPI,119,Success
2000,553,2027-01-27,Debit Card,99,Success
2001,553,2027-02-26,UPI,119,Success
2002,553,2027-03-28,Debit Card,99,Success
2003,553,2027-04-27,Credit Card,129,Failed
2004,554,2025-06-09,UPI,119,Success
2005,554,2025-07-09,Debit Card,99,Success
2006,555,2025-08-13,UPI,129,Success
2007,555,2025-09-12,UPI,99,Failed
2008,555,2025-10-12,Debit Card,129,Failed
2009,555,2025-11-11,Debit Card,119,Failed
2010,556,2026-07-22,Debit Card,329,Success
2011,556,2026-10-20,Credit Card,329,Success
2012,556,2027-01-18,Net Banking,349,Failed
2013,556,2027-04-18,UPI,349,Success
2014,556,2027-07-17,UPI,329,Success
2015,557,2023-10-21,Net Banking,329,Success
2016,557,2024-01-19,UPI,299,Success
2017,557,2024-04-18,Credit Card,349,Success
2018,557,2024-07-17,Net Banking,329,Failed
2019,557,2024-10-15,Credit Card,349,Success
2020,558,2025-06-12,Debit Card,129,Success
2021,558,2025-07-12,Debit Card,129,Success
2022,558,2025-08-11,Debit Card,129,Failed
2023,558,2025-09-10,Net Banking,99,Failed
2024,559,2026-08-06,UPI,1299,Success
2025,560,2026-01-14,Net Banking,119,Success
2026,560,2026-02-13,Net Banking,129,Success
2027,561,2024-08-25,Credit Card,1299,Success
2028,562,2024-08-16,UPI,1299,Success
2029,563,2025-02-03,UPI,119,Success
2030,563,2025-03-05,Net Banking,129,Success
2031,563,2025-04-04,UPI,119,Failed
2032,563,2025-05-04,Credit Card,129,Success
2033,563,2025-06-03,Credit Card,99,Success
2034,563,2025-07-03,Net Banking,99,Success
2035,563,2025-08-02,Debit Card,99,Failed
2036,564,2024-08-19,Credit Card,1199,Success
2037,565,2026-04-01,Net Banking,349,Success
2038,565,2026-06-30,Credit Card,349,Failed
2039,565,2026-09-28,Debit Card,299,Success
2040,565,2026-12-27,UPI,349,Success
2041,565,2027-03-27,Net Banking,329,Failed
2042,566,2024-03-02,Credit Card,99,Success
2043,566,2024-04-01,Debit Card,99,Success
2044,567,2023-11-02,UPI,299,Success
2045,567,2024-01-31,Credit Card,349,Success
2046,567,2024-04-30,Debit Card,349,Success
2047,567,2024-07-29,Net Banking,329,Success
2048,567,2024-10-27,UPI,329,Success
2049,568,2024-02-21,Net Banking,119,Success
2050,568,2024-03-22,Credit Card,119,Success
2051,569,2025-05-09,Net Banking,999,Success
2052,569,2026-05-09,Net Banking,1299,Success
2053,570,2024-02-25,Debit Card,999,Success
2054,571,2024-06-01,Net Banking,329,Success
2055,572,2025-03-08,Debit Card,129,Success
2056,572,2025-04-07,UPI,129,Success
2057,572,2025-05-07,UPI,119,Success
2058,572,2025-06-06,Net Banking,129,Success
2059,572,2025-07-06,Debit Card,119,Failed
2060,572,2025-08-05,Debit Card,99,Success
2061,572,2025-09-04,Credit Card,129,Success
2062,573,2026-02-15,UPI,1299,Success
2063,573,2027-02-15,Net Banking,1199,Success
2064,574,2023-10-24,Credit Card,349,Success
2065,574,2024-01-22,Net Banking,349,Success
2066,574,2024-04-21,Net Banking,329,Success
2067,574,2024-07-20,Net Banking,329,Success
2068,574,2024-10-18,Debit Card,349,Success
2069,575,2024-03-06,Credit Card,349,Failed
2070,575,2024-06-04,Credit Card,299,Success
2071,576,2025-05-27,UPI,129,Success
2072,576,2025-06-26,Credit Card,119,Success
2073,577,2024-09-29,Net Banking,119,Success
2074,577,2024-10-29,Credit Card,99,Success
2075,578,2026-02-09,Credit Card,129,Success
2076,578,2026-03-11,UPI,119,Success
2077,578,2026-04-10,Net Banking,119,Success
2078,578,2026-05-10,UPI,99,Success
2079,578,2026-06-09,Credit Card,119,Success
2080,578,2026-07-09,Debit Card,99,Failed
2081,578,2026-08-08,Net Banking,99,Success
2082,579,2026-04-03,UPI,99,Success
2083,579,2026-05-03,Net Banking,119,Success
2084,580,2024-11-07,Credit Card,1299,Failed
2085,580,2025-11-07,UPI,1299,Failed
2086,581,2026-03-08,Net Banking,1299,Success
2087,582,2023-11-03,Net Banking,349,Success
2088,582,2024-02-01,UPI,299,Success
2089,582,2024-05-01,UPI,299,Failed
2090,582,2024-07-30,Credit Card,349,Success
2091,582,2024-10-28,Net Banking,349,Success
2092,583,2024-01-16,UPI,129,Success
2093,583,2024-02-15,Net Banking,119,Failed
2094,583,2024-03-16,Credit Card,119,Success
2095,583,2024-04-15,UPI,119,Success
2096,583,2024-05-15,UPI,119,Failed
2097,583,2024-06-14,Net Banking,129,Success
2098,583,2024-07-14,UPI,129,Success
2099,583,2024-08-13,UPI,129,Success
2100,583,2024-09-12,Credit Card,129,Success
2101,583,2024-10-12,Net Banking,129,Success
2102,583,2024-11-11,UPI,99,Success
2103,583,2024-12-11,Credit Card,129,Success
2104,583,2025-01-10,Debit Card,99,Success
2105,584,2024-07-10,UPI,299,Success
2106,584,2024-10-08,Credit Card,329,Failed
2107,585,2024-08-28,UPI,349,Success
2108,586,2024-09-05,UPI,1199,Success
2109,587,2024-11-07,Net Banking,129,Success
2110,587,2024-12-07,Net Banking,129,Success
2111,587,2025-01-06,Debit Card,129,Success
2112,587,2025-02-05,UPI,129,Success
2113,588,2024-11-07,UPI,299,Success
2114,588,2025-02-05,Debit Card,299,Success
2115,588,2025-05-06,Credit Card,299,Success
2116,589,2024-08-11,Credit Card,329,Failed
2117,590,2025-09-20,Debit Card,999,Success
2118,590,2026-09-20,Credit Card,1199,Failed
2119,591,2026-07-12,UPI,119,Success
2120,591,2026-08-11,Net Banking,129,Success
2121,591,2026-09-10,Credit Card,129,Success
2122,591,2026-10-10,Debit Card,129,Success
2123,592,2025-06-24,Debit Card,129,Success
2124,592,2025-07-24,Credit Card,119,Success
2125,592,2025-08-23,Net Banking,119,Success
2126,592,2025-09-22,Credit Card,129,Success
2127,593,2025-09-29,UPI,119,Success
2128,593,2025-10-29,Net Banking,129,Success
2129,593,2025-11-28,UPI,119,Success
2130,593,2025-12-28,Debit Card,119,Success
2131,593,2026-01-27,Debit Card,99,Success
2132,593,2026-02-26,Net Banking,99,Success
2133,593,2026-03-28,UPI,119,Success
2134,593,2026-04-27,Debit Card,99,Failed
2135,593,2026-05-27,Debit Card,99,Success
2136,593,2026-06-26,Debit Card,129,Success
2137,593,2026-07-26,Credit Card,99,Success
2138,593,2026-08-25,Credit Card,119,Success
2139,593,2026-09-24,Net Banking,129,Failed
2140,594,2026-06-28,Credit Card,1299,Success
2141,594,2027-06-28,Credit Card,999,Success
2142,595,2024-07-26,Net Banking,299,Success
2143,596,2026-08-12,Debit Card,99,Success
2144,596,2026-09-11,Net Banking,129,Failed
2145,596,2026-10-11,Net Banking,99,Success
2146,596,2026-11-10,Debit Card,119,Success
2147,597,2024-11-10,Credit Card,1199,Success
2148,598,2025-12-18,UPI,1299,Success
2149,599,2024-02-14,Debit Card,119,Success
2150,599,2024-03-15,UPI,129,Success
2151,600,2024-11-22,Credit Card,349,Success
2152,600,2025-02-20,UPI,299,Success
2153,600,2025-05-21,Debit Card,349,Failed
2154,600,2025-08-19,Net Banking,299,Success
2155,600,2025-11-17,Net Banking,329,Success
